task_id,task_description,category,priority,status,created_date,due_date,estimated_hours,story_points,assignee_id,assignee_experience_years,assignee_open_tasks,days_to_deadline
TASK-10816,Review recent changes made to the report module,Testing,High,Open,2026-05-18,2026-05-21,5.5,2.0,USER-24,5.8,14,3
TASK-11030,Analyze current behavior of the login page,Research,Medium,In Progress,2026-03-09,2026-03-28,7.45,2.0,USER-09,9.2,9,19
TASK-14899,URGENT: Update dependencies and re-test the report module,Deployment,High,Open,2026-01-13,2026-01-17,6.2,2.0,USER-05,2.8,3,4
TASK-10300,Prepare a troubleshooting FAQ for the payment gateway,Documentation,Low,Blocked,2026-04-27,2026-05-03,4.9,1.0,USER-17,4.9,20,6
TASK-16571,Set up monitoring for the inventory module,Feature,High,Open,2026-03-02,2026-03-07,17.2,13.0,USER-04,9.2,20,5
TASK-11472,Investigate and fix duplicate records created by the payment gateway,Bug Fix,Critical,Open,2026-03-02,2026-03-03,6.4,2.0,USER-23,4.7,3,1
TASK-10283,Review recent changes made to the notification service,Testing,High,In Progress,2026-04-26,2026-04-29,7.4,13.0,USER-17,4.9,20,3
TASK-12028,Implement dark mode support for the chat widget,Feature,Medium,Open,2026-06-21,2026-07-26,23.8,5.0,USER-24,5.8,14,35
TASK-14373,Write the user guide for the order tracking page,Documentation,High,Blocked,2026-04-11,2026-04-15,4.2,1.0,USER-17,4.9,20,4
TASK-17335,Roll back the faulty release of the checkout flow and verify stability,Deployment,High,Completed,2026-01-10,2026-01-14,4.9,5.0,USER-22,2.5,15,4
TASK-16431,Update the authentication service after the recent review comments,Maintenance,Medium,Completed,2026-05-19,2026-07-11,9.4,13.0,USER-18,8.1,15,53
TASK-12915,[HIGH IMPACT] Investigate the slow response of the email scheduler,Bug Fix,High,Completed,2026-06-06,2026-06-15,7.4,2.0,USER-03,11.1,12,9
TASK-11813,Prepare the inventory module for the next release,Testing,Low,Open,2026-06-25,2026-07-04,5.9,1.0,USER-06,2.8,5,9
TASK-11271,Investigate the slow response of the report module,Bug Fix,Critical,Completed,2026-01-24,2026-01-25,5.0,1.0,USER-04,9.2,20,1
TASK-15566,Migrate the chat widget to the new cloud infrastructure,Deployment,High,In Progress,2026-01-06,2026-01-21,7.2,2.0,USER-10,10.8,7,15
TASK-14645,Create an auto-save draft feature for the database layer,Feature,Low,Open,2026-06-18,2026-07-12,7.5,2.0,USER-01,5.9,15,24
TASK-13859,Create onboarding notes explaining how the payment gateway works,Documentation,Medium,Open,2026-02-02,2026-02-06,3.2,1.0,USER-19,6.8,7,4
TASK-16040,Check why the payment gateway is not working as expected,Testing,Low,Blocked,2026-05-02,2026-05-09,5.8,1.0,USER-03,11.1,12,7
TASK-15144,Update configuration for the file upload service,Bug Fix,High,In Progress,2026-02-20,2026-02-24,3.2,13.0,USER-02,14.3,19,4
TASK-14350,Improve performance of the user dashboard,Feature,Low,Completed,2026-03-25,2026-05-07,11.1,2.0,USER-09,9.2,9,43
TASK-13150,URGENT: Update dependencies and re-test the checkout flow,Deployment,High,Blocked,2026-05-23,2026-06-10,2.4,1.0,USER-09,9.2,9,18
TASK-10820,Review and improve test coverage of the mobile app,Testing,Critical,Open,2026-03-07,2026-03-09,4.1,1.0,USER-19,6.8,7,2
TASK-12313,Migrate the order tracking page to the new cloud infrastructure,Deployment,High,In Progress,2026-01-30,2026-02-12,4.2,5.0,USER-21,9.4,8,13
TASK-12008,Fix broken layout of the database layer on small screens,Bug Fix,Critical,Open,2026-04-27,2026-04-30,2.5,1.0,USER-11,0.8,18,3
TASK-14900,Update the admin panel after the recent review comments,Maintenance,Medium,Open,2026-04-25,2026-05-04,7.0,2.0,USER-13,12.6,14,9
TASK-12642,Archive old logs generated by the inventory module,Maintenance,Low,Open,2026-06-12,2026-07-12,5.5,5.0,USER-18,8.1,15,30
TASK-14375,Investigate the slow response of the profile settings,Research,Medium,Blocked,2026-01-31,2026-03-11,23.1,5.0,USER-19,6.8,7,39
TASK-13773,Analyze user feedback collected from the order tracking page,Research,Low,Blocked,2026-05-23,2026-07-16,3.6,1.0,USER-19,6.8,7,54
TASK-17451,Improve error handling in the login page,Maintenance,Low,Open,2026-02-16,2026-03-17,4.4,8.0,USER-23,4.7,3,29
TASK-12305,Fix the crash in the file upload service when the user submits an empty form,Bug Fix,Critical,Completed,2026-02-27,2026-03-01,2.8,1.0,USER-07,1.3,19,2
TASK-14502,Write the user guide for the authentication service,Documentation,Low,Open,2026-01-31,2026-02-06,3.0,1.0,USER-19,6.8,7,6
TASK-15845,Write unit tests covering edge cases of the report module,Testing,Critical,In Progress,2026-04-18,2026-04-22,7.1,2.0,USER-15,3.1,9,4
TASK-10099,Check why the chat widget is not working as expected,Testing,Low,Blocked,2026-01-11,2026-01-26,4.8,1.0,USER-03,11.1,12,15
TASK-14763,Improve error handling in the mobile app,Bug Fix,Critical,Completed,2026-05-05,2026-05-06,3.2,1.0,USER-16,3.2,2,1
TASK-10744,Improve error handling in the chat widget,Maintenance,Critical,Completed,2026-01-18,2026-01-19,4.9,2.0,USER-04,9.2,20,1
TASK-17788,Check why the report module is not working as expected,Testing,Medium,In Progress,2026-04-19,2026-04-25,1.6,1.0,USER-25,7.1,17,6
TASK-17502,Investigate the slow response of the report module,Deployment,Critical,In Progress,2026-05-27,2026-05-29,4.9,1.0,USER-10,10.8,7,2
TASK-17799,Add integration tests for the mobile app endpoints,Testing,Medium,Completed,2026-02-14,2026-02-20,1.8,1.0,USER-06,2.8,5,6
TASK-10480,Fix the crash in the analytics pipeline when the user submits an empty form,Bug Fix,High,Open,2026-02-24,2026-02-28,9.1,2.0,USER-21,9.4,8,4
TASK-15709,Add bulk export to CSV from the profile settings,Feature,Medium,Open,2026-04-18,2026-04-28,9.0,2.0,USER-06,2.8,5,10
TASK-17868,Prepare a troubleshooting FAQ for the profile settings,Documentation,Low,Completed,2026-02-24,2026-03-25,3.3,2.0,USER-20,4.7,12,29
TASK-15736,Set up automated regression tests for the user dashboard,Testing,Low,Open,2026-07-01,2026-07-07,2.6,1.0,USER-03,11.1,12,6
TASK-11157,Benchmark current performance of the landing page and report findings,Research,Low,Completed,2026-02-02,2026-02-19,3.5,8.0,USER-02,14.3,19,17
TASK-16793,Containerize the billing system and update the deployment scripts,Deployment,High,Completed,2026-02-10,2026-02-15,6.4,3.0,USER-02,14.3,19,5
TASK-15246,Add role-based access control to the authentication service,Feature,Low,Open,2026-04-27,2026-05-16,5.1,1.0,USER-24,5.8,14,19
TASK-16481,Check why the chat widget is not working as expected,Testing,Low,Open,2026-04-25,2026-05-07,4.8,8.0,USER-04,9.2,20,12
TASK-11437,Update dependencies and re-test the billing system,Deployment,High,In Progress,2026-01-20,2026-02-03,6.4,5.0,USER-16,3.2,2,14
TASK-12414,Migrate the chat widget to the new cloud infrastructure,Deployment,Low,Open,2026-04-02,2026-04-12,3.2,8.0,USER-13,12.6,14,10
TASK-13554,Review recent changes made to the order tracking page,Testing,Medium,Completed,2026-05-13,2026-05-26,3.1,13.0,USER-20,4.7,12,13
TASK-14753,Check why the landing page is not working as expected,Bug Fix,Critical,In Progress,2026-02-27,2026-03-01,5.6,1.0,USER-10,10.8,7,2
TASK-10402,ASAP - Resolve the 500 error thrown by the notification service under heavy load,Bug Fix,Critical,In Progress,2026-03-19,2026-03-22,3.1,5.0,USER-04,9.2,20,3
TASK-15513,[HIGH IMPACT] Add bulk export to CSV from the report module,Feature,High,In Progress,2026-06-06,2026-06-21,11.6,2.0,USER-16,3.2,2,15
TASK-12195,Containerize the database layer and update the deployment scripts,Deployment,High,Completed,2026-05-06,2026-05-08,2.7,2.0,USER-15,3.1,9,2
TASK-10949,Update the checkout flow after the recent review comments,Maintenance,Low,In Progress,2026-02-18,2026-03-12,4.9,2.0,USER-06,2.8,5,22
TASK-13950,Implement pagination and lazy loading for the user dashboard,Feature,Medium,Open,2026-05-29,2026-06-15,3.5,8.0,USER-19,6.8,7,17
TASK-12067,Update dependencies and re-test the report module,Maintenance,High,Completed,2026-06-29,2026-07-02,7.2,2.0,USER-08,13.1,7,3
TASK-14215,Implement pagination and lazy loading for the inventory module,Feature,High,Blocked,2026-02-22,2026-02-24,14.8,1.0,USER-19,6.8,7,2
TASK-17824,Containerize the database layer and update the deployment scripts,Deployment,Medium,Blocked,2026-02-19,2026-02-24,3.4,1.0,USER-08,13.1,7,5
TASK-10668,Update the email scheduler after the recent review comments,Maintenance,Low,Completed,2026-04-20,2026-05-04,4.7,1.0,USER-14,3.6,18,14
TASK-10218,Look into user reports about the email scheduler,Research,Low,In Progress,2026-02-09,2026-03-06,7.5,2.0,USER-15,3.1,9,25
TASK-13366,Clean up dead code and unused assets in the admin panel,Maintenance,Low,Completed,2026-05-19,2026-06-08,9.2,2.0,USER-15,3.1,9,20
TASK-17808,Create onboarding notes explaining how the authentication service works,Documentation,Low,Completed,2026-06-27,2026-07-05,4.1,1.0,USER-23,4.7,3,8
TASK-11962,ASAP - Fix broken layout of the report module on small screens,Bug Fix,Critical,In Progress,2026-06-15,2026-06-17,3.5,1.0,USER-09,9.2,9,2
TASK-14002,Write the user guide for the search API,Documentation,Low,Completed,2026-02-11,2026-02-19,2.2,3.0,USER-03,11.1,12,8
TASK-16458,Investigate and fix duplicate records created by the search API,Bug Fix,High,In Progress,2026-05-26,2026-05-28,4.1,1.0,USER-10,10.8,7,2
TASK-12213,Clean up and reorganize the billing system,Documentation,Low,Open,2026-04-08,2026-04-20,3.8,1.0,USER-16,3.2,2,12
TASK-12633,Improve error handling in the notification service,Maintenance,Medium,In Progress,2026-01-06,2026-01-22,3.4,1.0,USER-01,5.9,15,16
TASK-11659,Improve performance of the admin panel,Maintenance,Low,Open,2026-02-05,2026-03-14,8.9,2.0,USER-10,10.8,7,37
TASK-15114,Clean up and reorganize the analytics pipeline,Documentation,Low,Completed,2026-05-18,2026-06-02,2.9,1.0,USER-15,3.1,9,15
TASK-15888,Upgrade outdated dependencies used by the login page,Maintenance,High,Open,2026-05-06,2026-05-09,4.3,5.0,USER-01,5.9,15,3
TASK-15378,Add role-based access control to the notification service,Feature,Medium,Completed,2026-05-17,2026-07-06,7.7,3.0,USER-06,2.8,5,50
TASK-16862,Update configuration for the report module,Deployment,Critical,Completed,2026-06-17,2026-06-19,5.3,5.0,USER-23,4.7,3,2
TASK-12145,Correct the wrong currency formatting shown on the checkout flow,Bug Fix,High,Blocked,2026-05-17,2026-05-21,2.8,3.0,USER-11,0.8,18,4
TASK-10777,Create onboarding notes explaining how the login page works,Documentation,Low,In Progress,2026-03-18,2026-03-23,4.5,1.0,USER-10,10.8,7,5
TASK-12434,Archive old logs generated by the profile settings,Maintenance,Low,Completed,2026-03-23,2026-04-20,4.3,1.0,USER-18,8.1,15,28
TASK-13066,Correct the wrong currency formatting shown on the mobile app,Bug Fix,Medium,Completed,2026-06-11,2026-06-19,5.7,2.0,USER-05,2.8,3,8
TASK-15306,Update the API reference after the recent changes to the search API,Documentation,Medium,In Progress,2026-01-16,2026-01-24,5.5,1.0,USER-07,1.3,19,8
TASK-15824,Fix incorrect totals displayed in the landing page after a refund,Bug Fix,Medium,Blocked,2026-06-15,2026-06-20,2.9,1.0,USER-12,14.6,4,5
TASK-15848,Create an auto-save draft feature for the chat widget,Feature,Low,Completed,2026-02-05,2026-03-16,8.1,2.0,USER-23,4.7,3,39
TASK-14938,Fix broken layout of the user dashboard on small screens,Bug Fix,Critical,Completed,2026-04-23,2026-04-25,4.4,1.0,USER-17,4.9,20,2
TASK-11491,Create end-to-end test scenarios for the inventory module,Testing,High,Completed,2026-06-15,2026-06-20,4.0,1.0,USER-10,10.8,7,5
TASK-13545,Optimize slow database queries behind the checkout flow,Maintenance,Medium,Open,2026-04-24,2026-05-01,3.4,1.0,USER-19,6.8,7,7
TASK-13153,Create an auto-save draft feature for the search API,Feature,Medium,Completed,2026-03-02,2026-03-17,10.7,8.0,USER-22,2.5,15,15
TASK-13879,Add role-based access control to the billing system,Feature,High,Open,2026-02-09,2026-02-20,15.4,3.0,USER-08,13.1,7,11
TASK-13799,Write the user guide for the notification service,Documentation,Low,Completed,2026-06-08,2026-06-25,3.3,5.0,USER-17,4.9,20,17
TASK-13689,Create an auto-save draft feature for the user dashboard,Feature,Medium,In Progress,2026-01-13,2026-02-07,12.6,13.0,USER-25,7.1,17,25
TASK-16075,Investigate the slow response of the payment gateway,Maintenance,High,Completed,2026-02-08,2026-02-12,10.7,1.0,USER-02,14.3,19,4
TASK-14705,Clean up dead code and unused assets in the billing system,Maintenance,Low,Blocked,2026-05-07,2026-05-29,3.7,1.0,USER-17,4.9,20,22
TASK-13641,Add bulk export to CSV from the analytics pipeline,Feature,Low,Open,2026-03-04,2026-03-26,9.7,8.0,USER-15,3.1,9,22
TASK-10517,Create onboarding notes explaining how the login page works,Documentation,Low,Open,2026-05-06,2026-05-21,2.8,5.0,USER-17,4.9,20,15
TASK-17605,Verify the search API works after the latest update,Bug Fix,High,Open,2026-04-08,2026-04-19,3.7,1.0,USER-25,7.1,17,11
TASK-14393,Clean up dead code and unused assets in the inventory module,Maintenance,High,In Progress,2026-04-13,2026-04-22,6.2,8.0,USER-07,5.9,19,9
TASK-15410,Add role-based access control to the profile settings,Feature,High,Open,2026-06-13,2026-06-27,18.2,5.0,USER-19,6.8,7,14
TASK-15610,Implement pagination and lazy loading for the report module,Feature,High,In Progress,2026-03-03,2026-03-09,10.6,2.0,USER-12,14.6,4,6
TASK-17888,Add bulk export to CSV from the payment gateway,Feature,Medium,Completed,2026-06-23,2026-07-03,15.6,3.0,USER-03,11.1,12,10
TASK-16208,Investigate and fix duplicate records created by the file upload service,Bug Fix,High,Open,2026-03-04,2026-03-11,2.5,2.0,USER-10,10.8,7,7
TASK-11415,Analyze current behavior of the profile settings,Research,Low,Completed,2026-03-03,2026-03-30,3.7,1.0,USER-21,9.4,8,27
TASK-10568,Fix broken layout of the payment gateway on small screens,Bug Fix,Medium,In Progress,2026-05-10,2026-05-15,3.0,2.0,USER-06,2.8,5,5
TASK-10360,Create end-to-end test scenarios for the email scheduler,Testing,Critical,Completed,2026-01-27,2026-01-29,5.9,5.0,USER-03,11.1,12,2
TASK-16474,Rotate credentials and update secrets for the search API,Maintenance,Medium,Blocked,2026-03-24,2026-04-03,5.2,1.0,USER-11,0.8,18,10
TASK-16983,Upgrade outdated dependencies used by the mobile app,Maintenance,Low,Open,2026-01-22,2026-02-18,1.8,3.0,USER-18,8.1,15,27
TASK-15286,Review and improve test coverage of the login page,Testing,Low,Blocked,2026-02-01,2026-02-19,2.4,13.0,USER-14,3.6,18,18
TASK-14228,Verify the payment gateway works after the latest update,Deployment,Critical,Open,2026-01-23,2026-01-27,14.0,3.0,USER-22,2.5,15,4
TASK-13100,Fix broken layout of the authentication service on small screens,Bug Fix,High,Completed,2026-02-07,2026-02-11,6.4,2.0,USER-05,2.8,3,4
TASK-15244,Investigate and fix duplicate records created by the inventory module,Bug Fix,Low,In Progress,2026-05-28,2026-06-09,4.0,2.0,USER-18,8.1,15,12
TASK-10759,Implement two-factor authentication in the mobile app,Feature,Medium,In Progress,2026-04-02,2026-04-14,22.9,8.0,USER-16,3.2,2,12
TASK-13548,Look into user reports about the admin panel,Research,Low,Open,2026-04-16,2026-05-12,7.9,2.0,USER-20,4.7,12,26
TASK-15904,Fix the crash in the landing page when the user submits an empty form,Bug Fix,Medium,Open,2026-01-18,2026-01-28,4.3,1.0,USER-17,4.9,20,10
TASK-17624,Benchmark current performance of the order tracking page and report findings,Research,Medium,In Progress,2026-03-11,2026-03-20,2.3,1.0,USER-04,9.2,20,9
TASK-17819,Create onboarding notes explaining how the file upload service works,Documentation,Low,Open,2026-05-05,2026-05-21,1.9,8.0,USER-04,9.2,20,16
TASK-16580,Prepare the inventory module for the next release,Deployment,Medium,In Progress,2026-03-07,2026-04-04,8.8,2.0,USER-04,9.2,20,28
TASK-15395,Set up automated regression tests for the email scheduler,Testing,Medium,Completed,2026-02-24,2026-03-01,3.2,13.0,USER-09,9.2,9,5
TASK-10214,Implement pagination and lazy loading for the mobile app,Feature,High,Completed,2026-01-19,2026-01-30,18.6,13.0,USER-23,4.7,3,11
TASK-13662,Patch the memory leak in the database layer background worker,Bug Fix,Low,Open,2026-05-19,2026-05-27,3.4,1.0,USER-16,3.2,2,8
TASK-17527,Write the user guide for the admin panel,Documentation,Low,Completed,2026-02-09,2026-02-25,2.2,1.0,USER-15,3.1,9,16
TASK-15889,Add bulk export to CSV from the profile settings,Feature,Low,Completed,2026-04-01,2026-04-22,6.2,2.0,USER-14,3.6,18,21
TASK-17789,Look into user reports about the login page,Bug Fix,Medium,Completed,2026-01-23,2026-01-27,2.0,1.0,USER-15,3.1,9,4
TASK-15777,Set up monitoring for the database layer,Feature,Low,Open,2026-02-10,2026-03-04,10.8,1.0,USER-16,3.2,2,22
TASK-15478,Archive old logs generated by the file upload service,Maintenance,Low,Completed,2026-03-11,2026-03-21,4.1,3.0,USER-01,5.9,15,10
TASK-14147,Implement two-factor authentication in the report module,Feature,Low,Open,2026-01-23,2026-03-04,18.2,8.0,USER-12,14.6,4,40
TASK-11473,Migrate the payment gateway to the new cloud infrastructure,Deployment,Critical,In Progress,2026-03-23,2026-03-24,3.4,8.0,USER-20,4.7,12,1
TASK-12244,Document and fix the issues found in the inventory module,Documentation,Medium,Completed,2026-06-02,2026-06-09,3.2,1.0,USER-15,3.1,9,7
TASK-10725,Implement dark mode support for the search API,Feature,Medium,Completed,2026-04-16,2026-04-30,11.5,5.0,USER-22,2.5,15,14
TASK-16556,Review recent changes made to the order tracking page,Testing,Medium,Completed,2026-01-27,2026-02-01,3.2,3.0,USER-15,3.1,9,5
TASK-13560,Benchmark current performance of the mobile app and report findings,Research,Medium,Completed,2026-05-20,2026-06-23,7.45,2.0,USER-10,10.8,7,34
TASK-10049,Clean up dead code and unused assets in the login page,Maintenance,Low,Open,2026-04-25,2026-06-07,6.0,3.0,USER-22,2.5,15,43
TASK-16350,Fix incorrect totals displayed in the report module after a refund,Bug Fix,Critical,In Progress,2026-03-08,2026-03-09,1.7,2.0,USER-17,4.9,20,1
TASK-17180,Analyze current behavior of the admin panel,Research,Low,Completed,2026-01-19,2026-02-13,5.1,5.0,USER-01,5.9,15,25
TASK-13130,Document the deployment steps for the analytics pipeline,Documentation,Low,Open,2026-05-22,2026-05-31,4.3,1.0,USER-01,5.9,15,9
TASK-10887,Update configuration for the file upload service,Deployment,High,Open,2026-01-11,2026-01-17,8.5,2.0,USER-07,1.3,19,6
TASK-17782,Update dependencies and re-test the chat widget,Testing,Low,In Progress,2026-03-06,2026-03-16,7.2,2.0,USER-01,5.9,15,10
TASK-14486,Archive old logs generated by the report module,Maintenance,Low,In Progress,2026-03-06,2026-03-22,4.2,1.0,USER-03,11.1,12,16
TASK-12893,URGENT: Fix broken layout of the mobile app on small screens,Bug Fix,Critical,Completed,2026-05-29,2026-05-31,6.2,1.0,USER-21,9.4,8,2
TASK-15608,Set up monitoring for the chat widget,Deployment,Low,Open,2026-05-02,2026-05-09,6.9,2.0,USER-04,9.2,20,7
TASK-17324,Add bulk export to CSV from the authentication service,Feature,Low,Open,2026-01-18,2026-02-11,7.3,2.0,USER-10,10.8,7,24
TASK-10516,Add code comments and docstrings to the landing page module,Documentation,Low,Completed,2026-02-19,2026-03-08,3.0,1.0,USER-22,2.5,15,17
TASK-13168,Implement dark mode support for the authentication service,Feature,Critical,Completed,2026-02-11,2026-02-14,11.4,2.0,USER-19,6.8,7,3
TASK-12949,Improve performance of the profile settings,Feature,Medium,Open,2026-03-25,2026-04-28,7.8,13.0,USER-21,5.9,8,34
TASK-13989,Refactor the checkout flow to reduce technical debt,Maintenance,Low,Open,2026-06-13,2026-06-24,10.2,2.0,USER-07,1.3,19,11
TASK-10139,Resolve the 500 error thrown by the chat widget under heavy load,Bug Fix,Critical,Open,2026-06-15,2026-06-21,2.7,2.0,USER-23,4.7,3,6
TASK-13932,Create end-to-end test scenarios for the inventory module,Testing,Low,In Progress,2026-06-05,2026-06-20,6.1,2.0,USER-23,5.9,3,15
TASK-13992,Write unit tests covering edge cases of the report module,Testing,High,Completed,2026-03-25,2026-03-28,3.3,3.0,USER-07,1.3,19,3
TASK-12378,Review recent changes made to the search API,Testing,Medium,Open,2026-06-03,2026-06-11,6.6,2.0,USER-05,2.8,3,8
TASK-17122,Analyze current behavior of the profile settings,Testing,High,Open,2026-03-31,2026-04-05,8.7,2.0,USER-01,5.9,15,5
TASK-13197,Set up automated regression tests for the landing page,Testing,High,Blocked,2026-05-02,2026-05-12,5.5,2.0,USER-12,14.6,4,10
TASK-15193,Update dependencies and re-test the mobile app,Testing,High,Completed,2026-05-22,2026-05-24,8.3,2.0,USER-19,6.8,7,2
TASK-10112,Rotate credentials and update secrets for the search API,Maintenance,Low,In Progress,2026-04-24,2026-05-17,4.2,1.0,USER-21,9.4,8,23
TASK-13195,Patch the memory leak in the checkout flow background worker,Bug Fix,Medium,Completed,2026-04-17,2026-04-24,5.7,5.0,USER-18,8.1,15,7
TASK-10463,Compare hosting options for scaling the inventory module,Research,Medium,In Progress,2026-05-12,2026-05-20,7.1,1.0,USER-13,12.6,14,8
TASK-15014,Containerize the database layer and update the deployment scripts,Deployment,Medium,Open,2026-07-03,2026-07-07,4.8,1.0,USER-14,3.6,18,4
TASK-11233,Look into user reports about the notification service,Research,Medium,Completed,2026-05-21,2026-07-15,6.4,2.0,USER-11,0.8,18,55
TASK-13250,Clean up dead code and unused assets in the profile settings,Maintenance,Low,Open,2026-03-29,2026-04-05,2.6,1.0,USER-04,9.2,20,7
TASK-10594,Perform load testing on the chat widget before release,Testing,Low,In Progress,2026-01-28,2026-02-01,3.7,1.0,USER-19,6.8,7,4
TASK-14934,Verify the notification service works after the latest update,Testing,Low,Completed,2026-03-29,2026-04-12,12.2,3.0,USER-09,9.2,9,14
TASK-15169,Add bulk export to CSV from the search API,Feature,Medium,In Progress,2026-06-01,2026-06-21,10.8,3.0,USER-02,14.3,19,20
TASK-10450,Build a filtering and sorting option for the billing system,Feature,Medium,Completed,2026-02-22,2026-03-01,10.8,2.0,USER-19,6.8,7,7
TASK-14559,Verify the chat widget works after the latest update,Testing,Low,Blocked,2026-03-28,2026-04-08,4.0,2.0,USER-02,14.3,19,11
TASK-13277,Upgrade outdated dependencies used by the order tracking page,Maintenance,Low,Completed,2026-04-29,2026-05-20,7.2,2.0,USER-04,9.2,20,21
TASK-14195,Add multi-language support to the billing system,Feature,Low,Blocked,2026-03-12,2026-04-06,11.0,2.0,USER-14,3.6,18,25
TASK-14756,Prepare the inventory module for the next release,Testing,Low,Blocked,2026-06-25,2026-07-16,3.3,1.0,USER-15,3.1,9,21
TASK-10312,Fix the timeout issue in the report module when the network is slow,Bug Fix,Critical,Blocked,2026-05-29,2026-05-30,3.7,1.0,USER-03,11.1,12,1
TASK-14103,Set up the staging environment for the user dashboard,Deployment,High,Open,2026-02-23,2026-03-02,3.4,5.0,USER-09,9.2,9,7
TASK-16020,Roll back the faulty release of the report module and verify stability,Bug Fix,High,Open,2026-04-06,2026-04-10,5.2,5.0,USER-03,11.1,12,4
TASK-17745,ASAP - Set up the staging environment for the notification service,Deployment,High,In Progress,2026-06-18,2026-06-24,6.3,2.0,USER-11,0.8,18,6
TASK-14919,Research caching strategies to speed up the report module,Research,Low,Blocked,2026-04-22,2026-05-23,11.8,2.0,USER-10,10.8,7,31
TASK-17326,[HIGH IMPACT] Prepare the admin panel for the next release,Feature,Critical,Completed,2026-04-18,2026-06-02,39.0,13.0,USER-13,12.6,14,45
TASK-15466,Fix the crash in the search API when the user submits an empty form,Bug Fix,Medium,In Progress,2026-02-04,2026-02-08,3.2,1.0,USER-04,9.2,20,4
TASK-10451,Update the payment gateway after the recent review comments,Testing,Low,Completed,2026-04-03,2026-05-03,6.7,3.0,USER-15,3.1,9,30
TASK-13166,Improve error handling in the inventory module,Feature,Low,In Progress,2026-04-13,2026-05-04,6.0,2.0,USER-16,3.2,2,21
TASK-13731,Build a filtering and sorting option for the search API,Feature,Low,In Progress,2026-03-21,2026-04-03,9.6,2.0,USER-24,5.8,14,13
TASK-17675,Add multi-language support to the email scheduler,Feature,Low,In Progress,2026-03-27,2026-04-16,5.3,1.0,USER-21,9.4,8,20
TASK-16550,Create onboarding notes explaining how the file upload service works,Documentation,Low,Completed,2026-04-02,2026-04-07,4.9,1.0,USER-12,14.6,4,5
TASK-13626,Update configuration for the email scheduler,Deployment,Critical,In Progress,2026-02-08,2026-02-11,4.6,1.0,USER-13,12.6,14,3
TASK-10890,Build a filtering and sorting option for the login page,Feature,Low,Completed,2026-04-13,2026-05-17,10.8,2.0,USER-04,9.2,20,34
TASK-17596,Fix broken layout of the report module on small screens,Bug Fix,Critical,Open,2026-03-23,2026-03-24,3.5,13.0,USER-22,2.5,15,1
TASK-12763,Fix broken layout of the report module on small screens,Bug Fix,Critical,In Progress,2026-05-17,2026-05-18,2.3,1.0,USER-03,11.1,12,1
TASK-10658,Migrate the email scheduler to the new cloud infrastructure,Deployment,Critical,Completed,2026-06-06,2026-06-08,8.4,2.0,USER-22,2.5,15,2
TASK-11506,Implement two-factor authentication in the user dashboard,Feature,Medium,Completed,2026-03-01,2026-04-06,17.7,3.0,USER-17,4.9,20,36
TASK-15110,Implement pagination and lazy loading for the billing system,Feature,Low,Completed,2026-05-09,2026-06-04,16.4,3.0,USER-19,6.8,7,26
TASK-14618,Fix broken layout of the notification service on small screens,Deployment,Critical,In Progress,2026-03-17,2026-03-18,4.5,1.0,USER-24,5.8,14,1
TASK-17590,Look into user reports about the payment gateway,Research,Medium,Open,2026-06-27,2026-07-05,6.9,13.0,USER-18,8.1,15,8
TASK-10999,Fix the timeout issue in the chat widget when the network is slow,Bug Fix,Critical,Completed,2026-06-20,2026-06-21,3.4,1.0,USER-21,9.4,8,1
TASK-10389,Correct the wrong currency formatting shown on the login page,Bug Fix,High,Open,2026-01-25,2026-01-27,6.3,2.0,USER-12,5.9,4,2
TASK-13407,Create end-to-end test scenarios for the mobile app,Testing,Medium,In Progress,2026-02-16,2026-03-07,6.4,2.0,USER-05,2.8,3,19
TASK-12330,Add role-based access control to the payment gateway,Feature,Medium,Open,2026-02-12,2026-02-17,14.2,3.0,USER-09,9.2,9,5
TASK-11476,[HIGH IMPACT] Perform load testing on the profile settings before release,Testing,Critical,Completed,2026-05-18,2026-05-19,5.6,2.0,USER-20,4.7,12,1
TASK-12240,Implement two-factor authentication in the landing page,Feature,Low,Open,2026-02-08,2026-03-05,6.8,2.0,USER-21,9.4,8,25
TASK-17287,Document and fix the issues found in the email scheduler,Documentation,Medium,In Progress,2026-03-20,2026-03-30,4.4,1.0,USER-25,7.1,17,10
TASK-17298,Verify the mobile app works after the latest update,Feature,Low,In Progress,2026-05-18,2026-05-29,3.3,1.0,USER-05,2.8,3,11
TASK-16761,Patch the memory leak in the profile settings background worker,Bug Fix,Critical,Open,2026-02-28,2026-03-02,2.7,1.0,USER-06,2.8,5,2
TASK-15678,Improve error handling in the chat widget,Bug Fix,Medium,Open,2026-07-02,2026-07-09,2.0,1.0,USER-03,11.1,12,7
TASK-17430,Implement dark mode support for the login page,Feature,Low,Open,2026-04-13,2026-05-07,12.3,8.0,USER-08,13.1,7,24
TASK-12972,Rotate credentials and update secrets for the checkout flow,Maintenance,Medium,Open,2026-06-10,2026-06-30,3.3,1.0,USER-14,3.6,18,20
TASK-13386,Implement pagination and lazy loading for the search API,Documentation,Low,In Progress,2026-05-12,2026-05-30,6.9,2.0,USER-03,11.1,12,18
TASK-12775,Review recent changes made to the file upload service,Testing,Low,Open,2026-05-19,2026-06-02,8.6,2.0,USER-19,6.8,7,14
